 TIME                                   ,IR_hori_kjphpm2                         ,Incidence_Angle_Horizontal,T_RTPV                                  ,Tout
520.5,493.3294,68.1943,25.0434,23.3
521,389.1141,74.0398,24.4461,23.1
521.5,216.6175,80.1233,23.5353,22.9
522,72,86.3932,22.7523,22.6
522.5,0,89.7899,22.225,22.2
523,0,90,21.875,21.9
523.5,0,90,21.5,21.5
524,0,90,21.1,21.1
524.5,0,90,20.675,20.7
525,0,90,20.225,20.2
525.5,0,90,19.775,19.8
526,0,90,19.325,19.3
526.5,0,90,18.875,18.9
527,0,90,18.425,18.4
527.5,0,90,17.975,18
528,0,90,17.525,17.5
528.5,0,90,17.1,17.1
529,0,90,16.7,16.7
529.5,0,90,16.3,16.3
530,0,90,15.9,15.9
530.5,0,90,15.5,15.5
531,0,90,15.1,15.1
531.5,0,90,14.775,14.8
532,0,90,14.525,14.5
532.5,0,90,14.3,14.3
533,0,90,14.1,14.1
533.5,0,90,13.925,13.9
534,0,90,13.775,13.8
534.5,0,90,13.625,13.6
535,0,90,13.475,13.5
535.5,28.8,88.0127,13.6462,13.5
536,86.4,82.8841,14.1495,13.6
536.5,475.2007,76.6983,17.8221,14.2
537,1135.3533,70.7238,24.2381,15.3
537.5,1424.0573,65.0204,27.0068,16.3
538,1597.4576,59.6671,28.4641,17.4
538.5,1945.3338,54.7679,30.2489,18.4
539,2184.4611,50.4565,30.659,19.5
539.5,2385.4788,46.896,32.1383,20.4
540,2532.088,44.2689,34.7007,21.3
540.5,2631.8669,42.748,35.7862,22
541,2655.2757,42.4526,35.1767,22.7
541.5,2603.3021,43.4079,34.429,23.2
542,2491.2367,45.5351,33.5881,23.6
542.5,2342.4029,48.6803,32.931,23.9
543,2077.2662,52.6611,31.9841,24.1
543.5,1735.7945,57.3028,30.9151,24.1
544,1404.4828,62.4576,30.0455,24
544.5,1065.9856,68.0079,28.583,23.7
545,722.1414,73.8636,26.5417,23.2
545.5,429.4328,79.9565,24.8317,22.6
546,124.0908,86.2352,22.7191,21.9
546.5,0,89.7129,21.15,21.2
547,0,90,20.45,20.5
547.5,0,90,19.775,19.8
548,0,90,19.125,19.1
548.5,0,90,18.475,18.5
549,0,90,17.825,17.8
549.5,0,90,17.225,17.2
550,0,90,16.675,16.7
550.5,0,90,16.1,16.1
551,0,90,15.5,15.5
551.5,0,90,14.9,14.9
552,0,90,14.3,14.3
552.5,0,90,13.725,13.7
553,0,90,13.175,13.2
553.5,0,90,12.575,12.6
554,0,90,11.925,11.9
554.5,0,90,11.25,11.3
555,0,90,10.55,10.6
555.5,0,90,10,10
556,0,90,9.6,9.6
556.5,0,90,9.2,9.2
557,0,90,8.8,8.8
557.5,0,90,8.45,8.45
558,0,90,8.15,8.15
558.5,0,90,7.85,7.85
559,0,90,7.55,7.55
559.5,28.8,87.9906,7.5835,7.38
560,86.4,82.8341,7.9199,7.33
560.5,460.4346,76.6356,11.4133,7.53
561,1145.3012,70.6465,18.3924,7.98
561.5,1397.1569,64.9265,20.8471,8.43
562,1496.8667,59.5545,21.7999,8.88
562.5,1896.942,54.6344,25.6554,9.3
563,2158.755,50.3001,28.2078,9.7
563.5,2400.1112,46.7159,30.6077,10.1
564,2564.0124,44.066,32.32,10.4
564.5,2643.0897,42.5258,32.7605,10.7
565,2666.1765,42.2174,32.2288,10.9
565.5,2621.0247,43.1671,31.0067,11.1
566,2514.1345,45.2958,29.2892,11.2
566.5,2347.4471,48.4479,26.9228,11.2
567,2121.4952,52.4386,24.1859,11.2
567.5,1856.6831,57.0918,21.5734,11.1
568,1524.0949,62.2583,18.8796,11
568.5,1179.0445,67.8199,16.6312,10.7
569,802.8139,73.6863,14.414,10.3
569.5,486.4844,79.7891,12.5137,9.85
570,144.9451,86.0769,10.2706,9.35
570.5,0,89.6357,8.85,8.85
571,0,90,8.35,8.35
571.5,0,90,7.9,7.9
572,0,90,7.5,7.5
572.5,0,90,7.1,7.1
573,0,90,6.7,6.7
573.5,0,90,6.3,6.3
574,0,90,5.9,5.9
574.5,0,90,5.9,5.9
575,0,90,6.3,6.3
575.5,0,90,6.5,6.5
576,0,90,6.5,6.5
576.5,0,90,6.525,6.53
577,0,90,6.575,6.58
577.5,0,90,6.6,6.6
578,0,90,6.6,6.6
578.5,0,90,6.6,6.6
579,0,90,6.6,6.6
579.5,0,90,6.6,6.6
580,0,90,6.6,6.6
580.5,0,90,6.6,6.6
581,0,90,6.6,6.6
581.5,0,90,6.6,6.6
582,0,90,6.6,6.6
582.5,0,90,6.6,6.6
583,0,90,6.6,6.6
583.5,16.2,87.9661,6.7144,6.65
584,48.6,82.7793,6.9488,6.75
584.5,156.6,76.5679,7.6448,6.98
585,325.8,70.5641,8.8085,7.33
585.5,471.3312,64.8274,9.9434,7.78
586,666.0917,59.4364,11.2553,8.33
586.5,1032.1655,54.4952,13.9488,9
587,1324.62,50.1378,17.1628,9.8
587.5,1505.8639,46.5297,19.2737,10.6
588,1596.7097,43.8569,20.0403,11.3
588.5,1511.9747,42.2976,20.1767,12
589,1534.115,41.9764,21.6427,12.5
589.5,1626.6722,42.921,23.1046,12.9
590,1652.3566,45.0519,23.4739,13.3
590.5,1579.1802,48.2116,23.4383,13.7
591,1617.7227,52.2131,24.7626,14
591.5,1817.6786,56.8784,27.7144,14.2
592,1516.2679,62.0572,25.9681,14.5
592.5,920.5436,67.6307,20.6987,14.5
593,619.5301,73.5082,17.942,14.2
593.5,453.2138,79.6212,16.7026,13.9
594,156.7987,85.9182,14.4686,13.4
594.5,0,89.5584,12.95,13
595,0,90,12.45,12.5
595.5,0,90,12.4,12.4
596,0,90,12.8,12.8
596.5,0,90,13.225,13.2
597,0,90,13.675,13.7
597.5,0,90,14.1,14.1
598,0,90,14.5,14.5
598.5,0,90,14.925,14.9
599,0,90,15.375,15.4
599.5,0,90,15.8,15.8
600,0,90,16.2,16.2
600.5,0,90,16.4,16.4
601,0,90,16.4,16.4
601.5,0,90,16.35,16.4
602,0,90,16.25,16.3
602.5,0,90,16.275,16.3
603,0,90,16.425,16.4
603.5,0,90,16.525,16.5
604,0,90,16.575,16.6
604.5,0,90,16.6,16.6
605,0,90,16.6,16.6
605.5,0,90,16.625,16.6
606,0,90,16.675,16.7
606.5,0,90,16.725,16.7
607,0,90,16.775,16.8
607.5,5.4,87.9392,16.825,16.8
608,16.2,82.7196,16.9539,16.9
608.5,63.9,76.4952,17.286,17
609,123.3,70.4766,17.7251,17.1
609.5,165.15,64.7231,18.0771,17.3
610,209.25,59.313,18.423,17.5
610.5,251.1,54.3503,18.7175,17.7
611,288.9,49.9698,18.9578,17.8
611.5,327.6,46.3376,19.2248,18
612,349.2,43.6418,19.4572,18.1
612.5,355.05,42.0634,19.5529,18.3
613,357.75,41.7296,19.5978,18.5
613.5,358.65,42.6698,19.6964,18.6
614,339.75,44.8036,19.7712,18.7
614.5,298.35,47.9716,19.6376,18.7
615,263.25,51.9847,19.4114,18.6
615.5,227.25,56.6628,19.2898,18.6
616,190.35,61.8545,19.2497,18.7
616.5,154.35,67.4403,19.1538,18.7
617,112.05,73.3292,18.9804,18.6
617.5,61.2,79.4527,18.7338,18.6
618,18,85.7593,18.4979,18.4
618.5,0,89.4811,18.3,18.3
619,0,90,18.1,18.1
619.5,0,90,17.675,17.7
620,0,90,17.025,17
620.5,0,90,16.825,16.8
621,0,90,17.075,17.1
621.5,0,90,17.2,17.2
622,0,90,17.2,17.2
622.5,0,90,17.2,17.2
623,0,90,17.2,17.2
623.5,0,90,17.2,17.2
624,0,90,17.2,17.2
624.5,0,90,17.05,17.1
625,0,90,16.75,16.8
625.5,0,90,16.45,16.4
626,0,90,16.15,16.2
626.5,0,90,15.85,15.9
627,0,90,15.55,15.6
627.5,0,90,15.3,15.3
628,0,90,15.1,15.1
628.5,0,90,14.925,14.9
629,0,90,14.775,14.8
629.5,0,90,14.65,14.7
630,0,90,14.55,14.6
630.5,0,90,14.45,14.5
631,0,90,14.35,14.4
631.5,10.8,87.9099,14.3443,14.3
632,32.4,82.6551,14.4329,14.4
632.5,181.35,76.4176,14.9261,14.6
633,416.25,70.3841,15.7581,15
633.5,659.9661,64.6135,16.7076,15.5
634,911.1884,59.1841,17.7388,16.1
634.5,1386.2582,54.2,19.5212,16.8
635,1724.9943,49.7959,21.1552,17.7
635.5,1691.1655,46.1395,21.7676,18.4
636,1742.6099,43.4206,22.5809,19.1
636.5,1790.4776,41.8232,23.2121,19.7
637,1763.2636,41.4772,23.4677,20.2
637.5,1660.0411,42.4134,23.4914,20.5
638,1567.0694,44.5509,23.4728,20.8
638.5,1499.9464,47.7281,23.5136,21
639,1309.821,51.7535,23.2714,21.1
639.5,975.0694,56.4451,22.6425,21
640,954.8338,61.6502,22.6829,20.9
640.5,859.5466,67.2488,22.5151,20.7
641,664.919,73.1496,21.9912,20.5
641.5,457.1517,79.2839,21.1382,20.2
642,191.0371,85.6003,20.1442,19.8
642.5,0,89.4038,19.375,19.4
643,0,90,18.925,18.9
643.5,0,90,18.425,18.4
644,0,90,17.875,17.9
644.5,0,90,17.375,17.4
645,0,90,16.925,16.9
645.5,0,90,16.45,16.4
646,0,90,15.95,16
646.5,0,90,15.45,15.5
647,0,90,14.95,15
647.5,0,90,14.45,14.5
648,0,90,13.95,14
648.5,0,90,13.5,13.5
649,0,90,13.1,13.1
649.5,0,90,12.65,12.7
650,0,90,12.15,12.2
650.5,0,90,11.65,11.7
651,0,90,11.15,11.2
651.5,0,90,10.775,10.8
652,0,90,10.525,10.5
652.5,0,90,10.275,10.3
653,0,90,10.025,10
653.5,0,90,9.8,9.8
654,0,90,9.6,9.6
654.5,0,90,9.4,9.4
655,0,90,9.2,9.2
655.5,32.4,87.8782,9.2392,9.18
656,97.2,82.5858,9.5217,9.33
656.5,431.7834,76.3351,10.8459,9.83
657,975.4692,70.2866,13.1122,10.7
657.5,1204.8879,64.4988,14.4624,11.5
658,1367.5549,59.05,15.6314,12.4
658.5,1751.2035,54.0441,17.4816,13.2
659,2013.2738,49.6165,19.1439,14
659.5,2228.0868,45.9356,20.6748,14.8
660,2417.539,43.1936,22.0463,15.5
660.5,2583.1235,41.5772,23.0799,16.2
661,2633.9819,41.2193,23.4857,16.9
661.5,2614.2807,42.1521,23.8215,17.4
662,2419.7414,44.294,23.7654,17.7
662.5,2017.1686,47.4812,22.6423,17.9
663,1787.9622,51.5196,21.8485,18.1
663.5,1643.4843,56.2254,21.537,18
664,1380.3277,61.4446,20.9227,17.9
664.5,1092.1637,67.0564,20.1261,17.6
665,760.3715,72.9694,19.0663,17.2
665.5,466.6035,79.1148,17.8852,16.7
666,169.4568,85.4412,16.545,16.1
666.5,0,89.3265,15.475,15.5
667,0,90,14.825,14.8
667.5,0,90,14.375,14.4
668,0,90,14.125,14.1
668.5,0,90,13.875,13.9
669,0,90,13.625,13.6
669.5,0,90,13.375,13.4
670,0,90,13.125,13.1
670.5,0,90,12.875,12.9
671,0,90,12.625,12.6
671.5,0,90,12.375,12.4
672,0,90,12.125,12.1
672.5,0,90,11.975,12
673,0,90,11.925,11.9
673.5,0,90,11.875,11.9
674,0,90,11.825,11.8
674.5,0,90,11.775,11.8
675,0,90,11.725,11.7
675.5,0,90,11.7,11.7
676,0,90,11.7,11.7
676.5,0,90,11.7,11.7
677,0,90,11.7,11.7
677.5,0,90,11.725,11.7
678,0,90,11.775,11.8
678.5,0,90,11.8,11.8
679,0,90,11.8,11.8
679.5,19.8,87.8441,11.9326,11.9
680,59.4,82.5116,12.1817,12
680.5,273.6,76.2477,13.0146,12.3
681,338.4,70.184,13.628,12.8
681.5,104.4,64.379,13.2417,13
682,576,58.9107,14.4376,12.9
682.5,1429.3305,53.8829,18.2197,13.7
683,2828.1804,49.4314,25.2841,15.2
683.5,2821.7831,45.7259,26.9866,16.6
684,2232.3228,42.9607,25.9737,17.7
684.5,1914.4953,41.3254,25.6658,18.6
685,1742.5781,40.956,26.0341,19.1
685.5,1882.8452,41.886,27.5962,19.5
686,1917.9875,44.033,27.903,19.9
686.5,2239.7542,47.231,29.9846,20.3
687,1634.2697,51.2832,27.4681,20.6
687.5,665.55,56.0038,22.8685,20.5
688,414.45,61.2376,21.5747,20
688.5,155.7,66.8632,20.094,19.5
689,129.6,72.7888,19.3944,18.9
689.5,240.509,78.9456,19.3102,18.4
690,159.4151,85.2823,18.4868,17.9
690.5,0,89.2493,17.5,17.5
691,0,90,17.1,17.1
691.5,0,90,16.775,16.8
692,0,90,16.525,16.5
692.5,0,90,16.3,16.3
693,0,90,16.1,16.1
693.5,0,90,15.875,15.9
694,0,90,15.625,15.6
694.5,0,90,15.375,15.4
695,0,90,15.125,15.1
695.5,0,90,14.875,14.9
696,0,90,14.625,14.6
696.5,0,90,14.3,14.3
697,0,90,13.9,13.9
697.5,0,90,13.5,13.5
698,0,90,13.1,13.1
698.5,0,90,12.675,12.7
699,0,90,12.225,12.2
699.5,0,90,11.875,11.9
700,0,90,11.625,11.6
700.5,0,90,11.4,11.4
701,0,90,11.2,11.2
701.5,0,90,11,11
702,0,90,10.8,10.8
702.5,0,90,10.625,10.6
703,0,90,10.475,10.5
703.5,30.6,87.8076,10.6039,10.5
704,91.8,82.4327,11.0237,10.6
704.5,419.6201,76.1554,13.2231,11.2
705,962.9085,70.0765,16.8928,12.1
705.5,1159.7609,64.2542,18.3731,12.9
706,1251.7956,58.7661,19.1693,13.7
706.5,1523.3813,53.7162,20.8519,14.5
707,1740.24,49.2408,22.4076,15.2
707.5,2055.5943,45.5106,24.8826,15.9
708,2247.8181,42.722,27.0894,16.6
708.5,2323.1973,41.0679,28.4584,17.2
709,2386.8314,40.6873,29.485,17.8
709.5,2419.8808,41.6151,29.2212,18.3
710,2352.7922,43.7681,27.7628,18.8
710.5,2199.8702,46.9777,26.9246,19.1
711,1998.2588,51.0445,26.4371,19.3
711.5,1775.3929,55.7806,25.9722,19.4
712,1470.7842,61.0295,25.2543,19.4
712.5,1126.9302,66.6693,23.7717,19.2
713,788.8735,72.6079,21.886,18.8
713.5,487.34,78.7764,20.0862,18.3
714,180.1572,85.1235,18.3019,17.7
714.5,0,89.1722,17.075,17.1
715,0,90,16.425,16.4
715.5,0,90,15.95,16
716,0,90,15.65,15.7
716.5,0,90,15.375,15.4
717,0,90,15.125,15.1
717.5,0,90,14.85,14.9
718,0,90,14.55,14.6
718.5,0,90,14.25,14.3
719,0,90,13.95,14
719.5,0,90,13.65,13.7
720,0,90,13.35,13.4
720.5,0,90,13.125,13.1
721,0,90,12.975,13
721.5,0,90,12.85,12.9
722,0,90,12.75,12.8
722.5,0,90,12.625,12.6
723,0,90,12.475,12.5
723.5,0,90,12.35,12.4
724,0,90,12.25,12.3
724.5,0,90,12.175,12.2
725,0,90,12.125,12.1
725.5,0,90,12.075,12.1
726,0,90,12.025,12
726.5,0,90,11.975,12
727,0,90,11.925,11.9
727.5,37.8,87.7687,12.2043,12
728,113.4,82.349,12.7872,12.3
728.5,490.158,76.0583,15.2641,12.9
729,1013.7678,69.9642,18.797,14
729.5,1228.57,64.1243,20.5463,15
730,1406.0865,58.6164,21.9361,15.9
730.5,1666.5488,53.5444,23.5505,16.9
731,1922.7275,49.0448,25.1765,17.8
731.5,2299.9069,45.2896,27.3837,18.7
732,2512.1543,42.4776,28.7542,19.7
732.5,2603.9515,40.8049,30.1732,20.6
733,2551.4038,40.4134,31.5862,21.3
733.5,2315.8786,41.3396,31.8267,21.9
734,2100.7655,43.4993,32.0269,22.2
734.5,1861.5142,46.7214,30.9814,22.4
735,1622.0843,50.8036,29.0685,22.5
735.5,1391.9266,55.5558,27.7626,22.4
736,1129.5223,60.8205,26.5949,22.2
736.5,824.081,66.4749,24.8847,21.8
737,555.7515,72.4267,23.1114,21.3
737.5,308.8726,78.6072,21.5834,20.7
738,96.4508,84.965,20.2807,20
738.5,0,89.0952,19.35,19.4
739,0,90,18.65,18.7
739.5,0,90,18.225,18.2
740,0,90,18.075,18.1
740.5,0,90,17.95,17.9
741,0,90,17.85,17.9
741.5,0,90,17.75,17.8
742,0,90,17.65,17.7
742.5,0,90,17.525,17.5
743,0,90,17.375,17.4
743.5,0,90,17.25,17.3
744,0,90,17.15,17.2
744.5,0,90,17.05,17.1
745,0,90,16.95,16.9
745.5,0,90,16.85,16.9
746,0,90,16.75,16.8
746.5,0,90,16.65,16.7
747,0,90,16.55,16.6
747.5,0,90,16.475,16.5
748,0,90,16.425,16.4
748.5,0,90,16.375,16.4
749,0,90,16.325,16.3
749.5,0,90,16.275,16.3
750,0,90,16.225,16.2
750.5,0,90,16.2,16.2
751,0,90,16.2,16.2
751.5,7.2,87.7274,16.2472,16.2
752,21.6,82.2605,16.3455,16.3
752.5,191.7,75.9564,17.1185,16.5
753,355.5,69.8469,17.962,16.9
753.5,370.8,63.9895,18.4131,17.3
754,507.6,58.4617,19.4865,17.6
754.5,747.6663,53.3673,21.2196,17.9
755,935.5846,48.8434,22.7136,18.4
755.5,1098.2129,45.0632,23.7754,18.9
756,1198.8324,42.2277,24.2115,19.5
756.5,1263.0054,40.5364,24.7713,19.9
757,1266.3118,40.1343,25.3166,20.3
757.5,1206.4968,41.0596,25.4503,20.6
758,1116.4028,43.2269,25.3279,20.9
758.5,994.3673,46.4622,24.5913,21
759,817.951,50.5606,23.5031,21.1
759.5,549.9,55.3297,22.5395,21
760,414.9,60.6105,22.0522,20.9
760.5,379.8,66.28,21.7776,20.7
761,304.2,72.2455,21.3378,20.5
761.5,245.25,78.4382,20.9161,20.3
762,114.75,84.8069,20.3043,20
762.5,0,89.0185,19.75,19.8
763,0,90,19.45,19.5
763.5,0,90,19.175,19.2
764,0,90,18.925,18.9
764.5,0,90,18.675,18.7
765,0,90,18.425,18.4
765.5,0,90,18.175,18.2
766,0,90,17.925,17.9
766.5,0,90,17.7,17.7
767,0,90,17.5,17.5
767.5,0,90,17.275,17.3
768,0,90,17.025,17
768.5,0,90,16.775,16.8
769,0,90,16.525,16.5
769.5,0,90,16.275,16.3
770,0,90,16.025,16
770.5,0,90,15.75,15.8
771,0,90,15.45,15.5
771.5,0,90,15.225,15.2
772,0,90,15.075,15.1
772.5,0,90,14.925,14.9
773,0,90,14.775,14.8
773.5,0,90,14.65,14.7
774,0,90,14.55,14.6
774.5,0,90,14.45,14.5
775,0,90,14.35,14.4
775.5,21.6,87.6838,14.4107,14.4
776,64.8,82.1672,14.6112,14.5
776.5,290.1305,75.8497,15.4556,14.8
777,544.0051,69.7248,16.5296,15.4
777.5,652.9525,63.8498,17.275,16
778,835.88,58.3019,18.2486,16.4
778.5,1111.4874,53.1851,19.4822,17
779,1276.1153,48.6367,20.4098,17.7
779.5,1289.0619,44.8313,20.9397,18.3
780,1746.3261,41.9723,22.8445,18.8
780.5,2055.9341,40.2625,24.3458,19.4
781,2146.3319,39.8503,25.1244,20.1
781.5,1830.9469,40.7752,24.6761,20.7
782,1634.4981,42.9508,24.5792,21
782.5,1375.7046,46.2004,24.3066,21.3
783,1267.8735,50.3156,24.3609,21.4
783.5,1264.8088,55.1022,24.3817,21.4
784,1214.8953,60.3999,24.0647,21.4
784.5,1172.3417,66.0848,24.1654,21.4
785,869.9321,72.0642,23.6671,21.3
785.5,497.2738,78.2694,22.5128,21.1
786,226.8079,84.6492,21.3188,20.6
786.5,7.2,88.9421,20.1691,20.2
787,0,90,19.65,19.7
787.5,0,90,19.225,19.2
788,0,90,18.875,18.9
788.5,0,90,18.55,18.6
789,0,90,18.25,18.3
789.5,0,90,17.95,17.9
790,0,90,17.65,17.7
790.5,0,90,17.375,17.4
791,0,90,17.125,17.1
791.5,0,90,16.85,16.9
792,0,90,16.55,16.6
792.5,0,90,16.3,16.3
793,0,90,16.1,16.1
793.5,0,90,15.9,15.9
794,0,90,15.7,15.7
794.5,0,90,15.475,15.5
795,0,90,15.225,15.2
795.5,0,90,15.05,15.1
796,0,90,14.95,15
796.5,0,90,14.85,14.9
797,0,90,14.75,14.8
797.5,0,90,14.65,14.7
798,0,90,14.55,14.6
798.5,0,90,14.475,14.5
799,0,90,14.425,14.4
799.5,9,87.6378,14.4598,14.4
800,27,82.0693,14.5752,14.4
800.5,91.35,75.7383,15.0356,14.5
801,196.65,69.598,15.7353,14.6
801.5,300.6,63.7053,16.3571,14.8
802,397.8,58.1373,16.8874,15
802.5,499.05,52.9978,17.5678,15.2
803,566.55,48.4248,18.3347,15.4
803.5,610.5067,44.5941,18.9673,15.6
804,638.4108,41.7115,19.4186,15.7
804.5,640.5896,39.9833,19.7252,15.9
805,641.7,39.5613,20.0507,16
805.5,640.5338,40.4866,20.1586,16.1
806,623.0247,42.6714,19.9332,16.2
806.5,601.3759,45.936,19.8015,16.2
807,536.85,50.0689,19.5343,16.3
807.5,418.95,54.8737,18.6643,16.3
808,322.65,60.1886,17.8372,16.2
808.5,223.2,65.8894,17.1663,16.2
809,144,71.8832,16.6659,16.1
809.5,83.7,78.101,16.283,15.9
810,24.3,84.492,15.8856,15.8
810.5,0,88.8659,15.625,15.6
811,0,90,15.475,15.5
811.5,0,90,15.275,15.3
812,0,90,15.025,15
812.5,0,90,14.8,14.8
813,0,90,14.6,14.6
813.5,0,90,14.375,14.4
814,0,90,14.125,14.1
814.5,0,90,13.875,13.9
815,0,90,13.625,13.6
815.5,0,90,13.4,13.4
816,0,90,13.2,13.2
816.5,0,90,12.85,12.9
817,0,90,12.35,12.4
817.5,0,90,11.85,11.9
818,0,90,11.35,11.4
818.5,0,90,10.85,10.9
819,0,90,10.35,10.4
819.5,0,90,9.975,9.98
820,0,90,9.725,9.73
820.5,0,90,9.45,9.45
821,0,90,9.15,9.15
821.5,0,90,8.9,8.9
822,0,90,8.7,8.7
822.5,0,90,8.5,8.5
823,0,90,8.3,8.3
823.5,21.6,87.5894,8.3022,8.22
824,64.8,81.9667,8.4902,8.28
824.5,208.8,75.6223,9.1448,8.47
825,424.8,69.4665,10.1878,8.83
825.5,651.4737,63.556,11.4378,9.22
826,843.5121,57.9677,12.8925,9.68
826.5,944.1637,52.8055,13.9182,10.1
827,1064.8351,48.2078,14.8657,10.4
827.5,1207.8465,44.3516,15.0567,10.8
828,1373.001,41.4454,14.8839,11.1
828.5,1626.7511,39.6989,15.7869,11.5
829,1721.9491,39.2676,16.8216,11.9
829.5,1670.6597,40.1939,17.1021,12.3
830,1645.6049,42.3887,17.2611,12.6
830.5,1603.8354,45.6691,17.5053,12.8
831,1522.725,49.8206,17.6886,12.9
831.5,1407.98,54.6441,17.7056,13
832,1257.0764,59.9769,17.6272,13
832.5,1068.7131,65.694,17.1396,13
833,784.4814,71.7023,15.7808,12.9
833.5,494.1649,77.9331,14.3113,12.6
834,264.3957,84.3355,13.1065,12.3
834.5,7.2,88.7901,11.9225,11.9
835,0,90,11.5,11.5
835.5,0,90,11.2,11.2
836,0,90,11,11
836.5,0,90,10.775,10.8
837,0,90,10.525,10.5
837.5,0,90,10.3,10.3
838,0,90,10.1,10.1
838.5,0,90,9.9,9.9
839,0,90,9.7,9.7
839.5,0,90,9.5,9.5
840,0,90,9.3,9.3
840.5,0,90,9.2,9.2
841,0,90,9.2,9.2
841.5,0,90,9.225,9.22
842,0,90,9.275,9.28
842.5,0,90,9.3,9.3
843,0,90,9.3,9.3
843.5,0,90,9.325,9.33
844,0,90,9.375,9.38
844.5,0,90,9.4,9.4
845,0,90,9.4,9.4
